name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset
오징어불고기,구이류,231.8,123.0,366.0,2.76,7.2,16.4,3.24,3,음식
오징어산적,전·적 및 부침류,80.0,127.0,596.0,1.14,4.5,21.72,2.47,1,음식
오징어순대,찜류,300.0,133.0,360.0,0.11,16.66,13.06,1.6,2,음식
오징어젓,젓갈류,10.0,60.0,2151.0,2.4,3.4,10.1,0.7,1,음식
오징어조림,조림류,151.8,137.0,1469.0,6.85,12.45,16.55,2.37,4,음식
오징어찌개,찌개 및 전골류,336.4,34.0,285.0,0.45,4.77,3.3,0.22,4,음식
오징어찜,찜류,166.1,56.0,113.0,0.73,2.61,8.5,1.32,1,음식
오징어채무침,생채·무침류,82.5,258.0,1803.0,18.71,28.41,23.6,5.53,6,음식
오징어채볶음,볶음류,100.0,275.0,975.0,20.03,29.77,22.04,7.57,5,음식
오징어채조림,조림류,50.0,240.0,1130.0,13.78,25.36,23.52,4.9,1,음식
오징어탕수,튀김류,94.4,158.0,248.0,3.54,13.13,8.3,7.51,4,음식
오징어튀김,튀김류,88.5,173.0,390.0,1.17,,9.86,,8,음식
오징어포조림,조림류,67.6,133.0,449.0,5.79,13.03,15.5,1.77,1,음식
오크라,채소류,,26.0,4.0,1.9,6.6,2.1,0.2,2,원재료성식품
옥돔구이,구이류,230.0,39.0,33.0,0.0,0.11,4.91,1.92,1,음식
옥수수,찜류,200.0,185.0,90.0,2.36,34.2,6.68,2.42,1,음식
옥수수 샐러드,곡류,,104.0,330.0,,22.4,3.2,0.2,1,원재료성식품
옥수수구이,구이류,80.0,140.0,185.0,3.53,13.6,4.4,7.41,2,음식
옥수수기름,유지류,,919.0,25.0,0.0,0.17,0.0,99.74,1,원재료성식품
옥수수기름(옥배유),식용유지류,1650.0,900.0,0.0,0.0,0.0,0.0,100.0,44,가공식품
옥수수묵,곡류,,55.0,28.0,,12.6,1.1,0.0,1,원재료성식품
옥수수밥,밥류,350.0,113.0,2.0,0.25,24.3,2.1,0.35,4,음식
옥수수부침,전·적 및 부침류,130.9,176.0,587.0,2.37,22.96,3.0,7.95,3,음식
옥수수샐러드,생채·무침류,112.4,145.0,240.0,3.0,,3.0,,7,음식
올갱이국,국 및 탕류,600.0,24.0,336.0,0.27,2.17,2.28,0.7,1,음식
올갱이국수,면 및 만두류,1500.0,38.0,258.0,1.24,7.44,0.75,0.55,1,음식
올갱이해장국,국 및 탕류,262.0,41.0,342.0,0.77,3.54,4.0,1.35,3,음식
올리브 피클,과일류,,137.0,1625.0,0.0,5.34,1.09,12.36,2,원재료성식품
올리브유,식용유지류,460.0,900.0,0.0,0.0,0.0,0.0,100.0,2626,가공식품
올스파이스,조미료류,,275.0,60.0,,54.2,24.2,2.7,1,원재료성식품
와플,빵 및 과자류,,63.0,68.0,3.7,9.09,1.13,2.5,199,음식
완두,두류,,122.0,2.0,0.0,20.78,7.27,1.1,4,원재료성식품
완두콩밥,밥류,250.0,114.0,1.0,0.14,24.47,2.2,0.33,4,음식
완자전,전·적 및 부침류,150.0,173.0,567.0,3.69,13.57,15.0,6.49,9,음식
완자조림,조림류,123.3,168.0,223.0,2.48,12.47,14.2,6.25,4,음식
왕우럭조개,어패류 및 기타 수산물,,101.0,,2.7,2.7,16.4,2.2,1,원재료성식품
왕우렁이,어패류 및 기타 수산물,,76.0,83.0,,4.92,11.25,0.84,4,원재료성식품
요구르트(액상),유제품류 및 빙과류,,61.0,16.0,2.95,8.03,1.3,2.66,23,음식
요구르트(호상),유제품류 및 빙과류,,135.0,71.0,12.35,,4.12,,4,음식
용과,과일류,,44.0,1.0,,10.3,1.0,0.4,3,원재료성식품
우거지나물무침,나물·숙채류,150.0,86.0,515.0,1.0,5.8,3.0,5.67,1,음식
우동,면 및 만두류,785.0,70.0,406.0,0.49,12.93,2.15,1.05,13,음식
우동면,면류,250.0,161.0,761.0,1.69,33.8,3.94,1.13,615,가공식품
우동볶음,면 및 만두류,300.0,128.0,257.0,0.43,24.79,2.8,2.01,1,음식
우럭,어패류 및 기타 수산물,,99.0,,2.7,2.7,16.3,2.0,1,원재료성식품
우럭 매운탕,찌개 및 전골류,478.2,29.0,144.0,0.69,2.83,3.5,0.6,2,음식
우럭구이,구이류,100.0,111.0,703.0,0.0,0.45,13.5,5.67,3,음식
우럭튀김,튀김류,61.8,289.0,1919.0,0.02,19.21,24.7,12.12,1,음식
우럭회덮밥,밥류,750.0,67.0,64.0,1.55,11.47,3.49,0.77,1,음식
우롱차,음료 및 차류,,3.0,0.0,0.0,0.47,0.23,,15,음식
우뭇가사리류,해조류,,7.0,0.0,,1.15,0.06,0.21,5,원재료성식품
우엉,채소류,,69.0,6.0,2.87,15.29,2.61,0.06,2,원재료성식품
우엉 양념구이,구이류,216.2,67.0,60.0,1.59,12.06,1.7,1.41,1,음식
우엉볶음,볶음류,72.2,65.0,185.0,1.11,6.6,1.7,3.72,4,음식
우엉조림,조림류,50.0,188.0,1174.0,28.43,34.8,4.8,3.33,5,음식
우유,유제품류 및 빙과류,100.0,73.0,23.0,10.24,11.04,2.04,2.31,3,음식
우유(멸균),유가공품류,1030.0,61.2,38.8,4.56,4.56,3.11,3.4,34,가공식품
우유튀김,튀김류,,250.0,250.0,15.0,,3.0,,1,음식
우족국물,육류,,2.0,14.0,,0.0,0.3,0.1,1,원재료성식품
울금,채소류,,87.0,11.0,3.83,15.73,1.79,2.56,1,원재료성식품
울면,면 및 만두류,1010.0,73.0,280.0,0.05,12.82,3.75,0.74,2,음식
웅어,어패류 및 기타 수산물,,169.0,,0.0,0.0,15.9,10.8,1,원재료성식품
원두/원두분말,음료류,100.0,4.0,1.0,0.0,0.7,0.2,0.02,1514,가공식품
원재료성 수산가공품,수산가공식품류,300.0,65.0,390.0,0.0,0.0,15.0,0.8,1432,가공식품
원추리,채소류,,28.0,1.0,1.78,5.09,3.22,0.29,2,원재료성식품
월계수,조미료류,,313.0,23.0,,74.97,7.61,8.36,1,원재료성식품
월남쌈,면 및 만두류,656.5,118.0,230.0,5.5,12.25,5.94,4.97,4,음식
웨이퍼,빵 및 과자류,,528.0,85.0,36.0,55.0,7.0,31.0,1,음식
위스키,주류,,284.0,1.0,0.02,0.07,0.03,0.0,1,가공식품
유과,빵 및 과자류,30.0,424.0,23.0,24.15,74.23,2.81,12.83,1,음식
유당분해우유,유가공품류,927.0,63.1,48.5,4.85,4.85,2.91,3.5,78,가공식품
유부,두부류 또는 묵류,387.5,207.0,446.0,13.0,17.0,10.0,11.0,214,가공식품
유부 된장국,국 및 탕류,277.2,66.0,274.0,0.77,2.7,4.4,4.1,2,음식
유부 초밥,밥류,298.4,199.0,134.0,2.2,27.04,5.8,6.92,3,음식
유부국,국 및 탕류,190.0,17.0,162.0,0.2,1.13,1.08,1.02,1,음식
유부조림,조림류,100.0,254.0,243.0,3.23,7.95,13.7,18.34,1,음식
유산균음료,음료류,190.0,42.0,28.0,8.89,10.0,0.39,0.0,339,가공식품
유산슬,볶음류,220.0,86.0,211.0,2.15,4.1,7.54,4.4,3,음식
유자,과일류,,49.0,3.0,4.1,12.54,0.93,0.09,3,원재료성식품
유자차,음료 및 차류,,45.0,2.0,10.87,11.3,0.0,0.0,54,음식
유채,채소류,,30.0,12.0,0.58,4.98,3.89,0.31,7,원재료성식품
유채김치,김치류,100.0,62.0,926.0,,10.1,3.5,0.8,1,음식
유채나물,나물·숙채류,85.0,96.0,1279.0,1.98,7.82,5.8,4.6,8,음식
유채무침,생채·무침류,79.2,60.0,227.0,6.2,12.47,3.4,0.67,4,음식
유채물김치,김치류,100.0,17.0,452.0,,3.0,1.0,0.1,1,음식
유채씨기름,유지류,,920.0,1.0,0.0,0.1,0.02,99.85,1,원재료성식품
유채씨유/카놀라유,식용유지류,900.0,900.0,0.0,0.0,0.0,0.0,100.0,149,가공식품
유크림,유가공품류,1000.0,335.0,30.0,3.1,3.1,2.0,35.1,69,가공식품
유함유가공품,유가공품류,330.0,178.0,85.0,11.85,16.3,2.96,11.11,194,가공식품
육개장,국 및 탕류,320.0,20.0,167.0,0.57,1.41,2.74,0.42,18,음식
육두구,조미료류,,302.0,7.0,0.0,68.57,9.66,4.01,1,원재료성식품
육수,즉석식품류,500.0,23.0,340.0,0.6,3.0,1.4,0.6,113,가공식품
육포,식육가공품 및 포장육,70.0,323.0,1195.0,21.43,21.7,37.64,9.55,520,가공식품
육회,수·조·어·육류,225.0,130.0,418.0,5.29,8.12,9.93,6.43,2,음식
육회비빔밥,밥류,700.0,115.0,77.0,0.71,17.66,3.9,2.88,1,음식
율무,곡류,,172.0,2.0,0.15,30.34,7.1,2.35,2,원재료성식품
율무느타리버섯,버섯류,,21.0,3.0,,6.4,3.6,0.3,1,원재료성식품
율무밥,밥류,270.0,118.0,2.0,0.01,25.56,2.23,0.17,4,음식
율무죽,죽 및 스프류,100.0,77.0,1.0,0.1,13.75,3.26,0.98,1,음식
율무차,음료 및 차류,100.0,62.0,51.0,3.88,,3.2,,3,음식
으깬감자,감자 및 전분류,,83.0,302.0,1.48,17.57,1.91,0.57,1,원재료성식품
으름,과일류,,158.0,,,11.9,2.0,12.9,1,원재료성식품
은대구구이,구이류,100.0,137.0,762.0,0.0,0.03,9.2,10.5,1,음식
은어,어패류 및 기타 수산물,,114.0,,0.2,0.2,16.7,4.5,9,원재료성식품
은행,견과 및 종실류,,203.0,1.0,2.95,42.78,4.69,1.53,3,원재료성식품
인삼,기타,,90.0,12.0,8.1,18.85,4.12,0.76,5,원재료성식품
인삼/홍삼음료,음료류,300.0,57.0,6.0,6.86,14.0,0.14,0.0,935,가공식품
인스턴트커피,음료류,240.0,425.0,177.0,34.0,77.0,4.2,12.5,583,가공식품
인절미,빵 및 과자류,100.0,231.0,337.0,2.81,49.69,5.52,1.15,3,음식
일반과자,과자류·빵류 또는 떡류,100.0,484.0,138.0,15.0,67.0,7.0,21.0,8099,가공식품
임산·수유부용 식품,특수영양식품,190.0,58.0,47.0,2.63,5.0,3.16,2.89,1,가공식품
임연수구이,구이류,100.0,198.0,628.0,0.0,1.4,21.52,11.76,5,음식
임연수어,어패류 및 기타 수산물,,161.0,75.0,,0.0,17.56,9.23,5,원재료성식품
임연수조림,조림류,102.3,91.0,222.0,2.6,4.5,9.9,3.44,2,음식
임연수튀김,튀김류,72.3,181.0,638.0,0.01,9.29,12.7,9.5,4,음식
잇꽃(홍화),채소류,,45.0,5.0,,9.0,3.9,0.4,1,원재료성식품
잇꽃씨기름,유지류,,892.0,0.0,,0.0,0.0,100.0,1,원재료성식품
잉어,어패류 및 기타 수산물,,113.0,,0.3,0.3,17.5,4.0,6,원재료성식품
잉어 매운탕,찌개 및 전골류,275.8,52.0,231.0,1.56,4.08,5.7,1.5,1,음식
잎새버섯,버섯류,,13.0,1.0,0.14,3.29,2.2,0.5,2,원재료성식품
자두,과일류,,44.0,0.0,8.92,11.47,0.64,0.05,4,원재료성식품
자라고기,육류,,175.0,69.0,,0.5,16.4,13.4,1,원재료성식품
자몽(그레이프프루트),과일류,,32.0,1.0,4.2,7.92,0.84,0.05,2,원재료성식품
자몽차,음료 및 차류,,30.0,1.0,7.4,7.4,0.13,0.0,63,음식
자몽홍차,음료 및 차류,,40.0,5.0,9.42,9.63,0.07,0.16,25,음식
자운영,채소류,,40.0,,,6.6,4.6,0.6,1,원재료성식품
자장라면,면류,140.0,422.0,861.0,5.22,66.96,8.7,13.04,122,가공식품
자장면,면 및 만두류,600.0,123.0,368.0,1.2,20.56,3.04,3.13,7,음식
자장밥,밥류,485.0,122.0,236.0,0.03,15.57,4.27,4.72,2,음식
작두(도두),두류,,125.0,3.0,,21.5,9.0,0.3,2,원재료성식품
잔대,채소류,,55.0,1.0,,9.9,3.4,0.9,2,원재료성식품
잔멸치 튀김,튀김류,235.6,67.0,510.0,0.0,2.9,4.0,4.12,1,음식
잔멸치볶음,볶음류,50.0,256.0,2070.0,10.62,16.94,28.24,8.32,32,음식
잔치국수,면 및 만두류,575.0,66.0,290.0,0.63,11.84,2.34,0.9,4,음식
잠두,두류,,110.0,5.0,1.82,19.65,7.6,0.4,2,원재료성식품
잡곡,곡류,,358.0,4.0,0.93,73.4,9.79,2.09,1,원재료성식품
잡곡밥,밥류,300.0,146.0,3.0,0.32,29.33,5.3,0.87,18,음식
잡곡죽,죽 및 스프류,324.6,81.0,118.0,0.48,14.21,3.5,1.17,3,음식
잡뼈국물,육류,,28.0,61.0,,0.0,4.3,1.0,1,원재료성식품
잡채,볶음류,192.0,148.0,429.0,1.5,26.13,2.34,3.78,16,음식
잡채밥,밥류,550.0,150.0,227.0,0.05,25.79,4.02,3.42,5,음식
잡탕밥,밥류,650.0,104.0,281.0,0.06,13.99,5.88,2.68,2,음식
잡탕전골,찌개 및 전골류,485.7,56.0,279.0,0.73,4.99,4.9,1.73,1,음식
잣,견과 및 종실류,,658.0,3.0,2.02,12.5,16.62,65.69,2,원재료성식품
잣죽,죽 및 스프류,259.0,125.0,126.0,0.34,22.18,2.74,2.8,3,음식
장갱이,어패류 및 기타 수산물,,90.0,,0.0,0.0,19.1,1.0,1,원재료성식품
장국국수,면 및 만두류,476.3,71.0,271.0,0.33,10.64,3.1,1.45,4,음식
장떡,전·적 및 부침류,70.0,197.0,267.0,2.26,27.28,3.67,7.64,1,음식
장수풍뎅이,기타,,502.0,40.0,0.0,19.55,44.62,27.21,1,원재료성식품
장아찌,절임류 또는 조림류,200.0,75.0,780.0,10.0,15.0,2.0,0.6,417,가공식품
장어 덮밥,밥류,500.0,95.0,80.0,0.42,15.04,3.5,1.99,2,음식
장어 양념구이,구이류,69.0,331.0,774.0,5.14,16.89,16.5,21.39,5,음식
장어 초밥,밥류,500.0,95.0,80.0,0.42,15.04,3.5,1.99,1,음식
장어구이,구이류,150.0,259.0,322.0,0.44,6.18,19.82,17.21,5,음식
장어류,어패류 및 기타 수산물,,170.0,,0.4,0.4,17.9,9.9,40,원재료성식품
장어매운탕,찌개 및 전골류,275.8,57.0,219.0,1.49,3.97,5.7,2.11,3,음식
장어탕,국 및 탕류,800.0,67.0,387.0,2.66,3.68,4.32,3.91,1,음식
장어튀김,튀김류,67.2,209.0,899.0,0.01,6.64,10.2,14.75,2,음식
장조림,조림류,100.0,127.0,1166.0,2.55,6.74,16.67,3.7,11,음식
재첩,어패류 및 기타 수산물,,94.0,,5.8,5.8,12.5,1.9,2,원재료성식품
재첩국,국 및 탕류,335.0,23.0,126.0,0.0,4.54,0.67,0.29,2,음식
잭프루트,과일류,,95.0,2.0,19.08,23.25,1.72,0.64,1,원재료성식품
잼,잼류,280.0,220.0,10.0,48.0,55.0,0.61,0.0,2761,가공식품
쟁반국수,면 및 만두류,550.0,112.0,162.0,2.88,18.84,4.1,2.36,2,음식
쟁반짜장,면 및 만두류,900.0,145.0,321.0,2.42,23.63,5.85,2.63,1,음식
적양무,채소류,,19.0,70.0,0.22,2.54,2.54,0.42,1,원재료성식품
적어구이,구이류,63.7,174.0,1203.0,0.0,0.31,20.9,9.04,2,음식
적어조림,조림류,203.9,54.0,142.0,1.09,3.33,7.0,0.95,1,음식
전,즉석식품류,300.0,180.0,290.0,2.0,22.0,7.0,7.0,400,가공식품
전갱이구이,구이류,56.0,226.0,1200.0,0.0,0.17,27.7,11.75,1,음식
전갱이류,어패류 및 기타 수산물,,133.0,,0.11,0.11,20.69,4.8,17,원재료성식품
전복류,어패류 및 기타 수산물,,85.0,,4.5,4.5,14.3,0.7,32,원재료성식품
전복죽,죽 및 스프류,300.4,79.0,158.0,0.0,9.62,1.82,3.73,4,음식
전복탕,국 및 탕류,600.0,33.0,296.0,0.22,2.63,4.47,0.5,1,음식
전분,감자 및 전분류,,356.0,2.0,0.0,85.6,0.2,0.2,7,원재료성식품
전어,어패류 및 기타 수산물,,107.0,,0.17,0.17,19.23,2.7,5,원재료성식품
전어구이,구이류,360.0,33.0,193.0,0.0,0.06,5.86,0.82,1,음식
전어조림,조림류,157.4,60.0,93.0,0.69,1.9,9.0,1.22,1,음식
전지/탈지분유,유가공품류,1000.0,500.0,340.0,40.0,40.0,25.0,27.0,15,가공식품
전통과자,과자류·빵류 또는 떡류,100.0,423.0,100.0,24.29,70.0,5.86,13.29,1944,가공식품
전호,채소류,,23.0,62.0,,4.2,3.1,0.1,1,원재료성식품
절임식품,절임류 또는 조림류,350.0,64.0,911.0,4.29,11.43,2.86,0.71,3639,가공식품
절편,빵 및 과자류,100.0,192.0,192.0,0.25,34.87,7.72,2.42,2,음식
점줄우럭,어패류 및 기타 수산물,,100.0,,0.1,0.1,19.3,1.9,3,원재료성식품
접시조개(비단조개),어패류 및 기타 수산물,,68.0,,3.0,3.0,11.9,0.6,1,원재료성식품
젓갈/액젓,수산가공식품류,100.0,130.0,930.0,4.5,17.0,11.0,2.0,1481,가공식품
정어리,수산가공식품류,155.0,148.0,452.0,0.0,2.9,11.8,10.0,30,가공식품
정향,조미료류,,367.0,32.0,2.27,71.74,12.55,3.29,1,원재료성식품
제비쑥,채소류,,35.0,,,5.0,4.5,0.7,1,원재료성식품
제육(돼지고기 수육),찜류,80.0,150.0,319.0,0.15,1.2,18.7,7.12,3,음식
제육볶음,볶음류,173.2,115.0,232.0,3.22,6.54,9.8,5.39,12,음식
젤리,빵 및 과자류,,328.0,0.0,70.0,82.0,0.0,0.0,2,음식
조,곡류,,372.0,6.0,0.79,72.57,10.78,3.74,11,원재료성식품
조개 미역국,국 및 탕류,300.0,11.0,241.0,0.07,0.97,1.5,0.24,4,음식
조개구이,구이류,180.0,130.0,454.0,3.6,10.44,17.43,2.07,1,음식
조개국,국 및 탕류,475.0,16.0,297.0,0.18,0.25,1.67,0.89,2,음식
조개젓,젓갈류,100.0,103.0,3040.0,6.46,12.61,8.61,2.05,1,음식
조개탕,국 및 탕류,300.0,12.0,111.0,0.18,0.7,1.8,0.15,1,음식
조기 양념구이,구이류,69.8,219.0,1633.0,5.69,10.96,22.1,9.3,2,음식
조기 오븐구이,구이류,80.0,39.0,33.0,0.0,0.02,5.9,1.58,2,음식
조기구이,구이류,65.0,177.0,1364.0,0.0,0.44,19.33,10.86,5,음식
조기류,어패류 및 기타 수산물,,131.0,51.0,0.0,0.0,19.02,4.04,13,원재료성식품
조기조림,조림류,300.0,128.0,590.0,1.5,4.27,13.7,6.27,1,음식
조기찌개,찌개 및 전골류,240.0,23.0,94.0,0.59,1.93,2.4,0.64,2,음식
조기찜,찜류,241.9,182.0,602.0,0.0,1.64,20.06,10.59,3,음식
조기튀김,튀김류,111.4,144.0,84.0,0.01,3.62,13.4,7.77,2,음식
조림/찜,즉석식품류,350.0,105.0,398.0,2.7,8.7,7.4,4.5,806,가공식품
조미 김구이,구이류,50.0,25.0,371.0,0.12,1.46,1.7,2.05,2,음식
조미건어포,수산가공식품류,100.0,326.0,1079.0,14.0,34.0,40.0,3.2,1357,가공식품
조뱅이,채소류,,47.0,,,10.1,4.0,0.2,1,원재료성식품
조제유류,특수영양식품,800.0,68.0,29.0,7.36,7.92,1.9,3.22,41,가공식품
족발,찜류,175.0,220.0,332.0,0.28,0.0,28.91,11.65,2,음식
주꾸미볶음,볶음류,315.0,106.0,459.0,2.53,11.41,9.16,2.6,4,음식
주꾸미삼겹살,볶음류,100.0,161.0,280.0,5.41,10.66,10.11,8.66,1,음식
주먹밥,밥류,291.0,208.0,331.0,0.6,36.2,6.0,4.4,12,음식
주먹밥/김밥/초밥,즉석식품류,214.0,171.0,426.0,2.28,26.61,4.94,4.94,5142,가공식품
죽,즉석식품류,285.0,64.0,137.0,0.57,12.0,2.0,0.97,2439,가공식품
죽순,채소류,,24.0,0.0,1.11,3.77,3.48,0.22,4,원재료성식품
죽순볶음,볶음류,58.5,120.0,214.0,2.07,3.78,13.68,5.59,3,음식
준치,어패류 및 기타 수산물,,129.0,,0.0,0.0,20.1,4.7,1,원재료성식품
줄나물,채소류,,236.0,,,41.9,29.7,1.7,1,원재료성식품
중식우동,면 및 만두류,960.0,91.0,202.0,0.82,15.29,4.73,0.84,1,음식
중식잡채,볶음류,450.0,83.0,112.0,1.13,13.58,2.3,2.24,1,음식
쥐눈이콩(검정소립콩),두류,,447.0,3.0,5.56,31.73,42.31,16.71,3,원재료성식품
쥐치류,어패류 및 기타 수산물,,96.0,124.0,,0.0,21.45,0.55,21,원재료성식품
쥐포무침,생채·무침류,21.6,298.0,1381.0,21.73,32.77,26.1,7.41,4,음식
쥐포조림,조림류,50.0,276.0,1265.0,23.37,36.12,13.03,8.86,5,음식
쥐포튀김,튀김류,77.5,357.0,717.0,7.96,42.5,9.62,16.49,3,음식
즉석 면요리,즉석식품류,330.0,152.0,443.0,2.0,22.33,5.0,4.67,2262,가공식품
즉석 빵,즉석식품류,165.5,243.0,522.0,5.56,26.48,8.91,11.22,460,가공식품
즉석 피자,즉석식품류,225.0,190.0,514.0,4.76,19.05,9.52,8.57,74,가공식품
증류주,주류,339.6,70.5,28.4,0.0,0.0,0.0,0.0,4,가공식품
증편,빵 및 과자류,100.0,200.0,284.0,3.19,44.15,3.17,1.2,1,음식
지누아릿과류,해조류,,39.0,,,13.57,4.76,0.3,3,원재료성식품
지리탕,국 및 탕류,600.0,39.0,225.0,0.23,1.72,6.95,0.45,2,음식
진달래꽃,채소류,,26.0,17.0,,6.3,1.0,0.1,1,원재료성식품
진두발,해조류,,66.0,551.0,,53.5,2.5,1.5,2,원재료성식품
진주조개,어패류 및 기타 수산물,,56.0,,1.1,1.1,10.1,0.9,1,원재료성식품
질경이,채소류,,48.0,16.0,,10.8,3.0,0.2,2,원재료성식품
짜사이무침,생채·무침류,50.0,43.0,947.0,2.8,3.66,0.4,3.04,2,음식
짜장면,면 및 만두류,575.0,105.0,295.0,1.51,20.9,4.0,1.25,4,음식
짜장밥,밥류,350.0,136.0,325.0,,21.5,6.3,2.8,5,음식
짜장소스,"장류, 양념류",200.0,100.0,541.0,4.16,12.86,4.38,3.64,4,음식
짬뽕,면 및 만두류,810.0,63.0,280.0,0.21,8.54,3.66,1.54,11,음식
짬뽕라면,면 및 만두류,765.0,91.0,91.0,0.28,12.32,3.4,2.92,1,음식
짬뽕밥,밥류,900.0,72.0,234.0,1.34,11.65,3.2,1.4,3,음식
쫄면,면 및 만두류,320.0,129.0,250.0,3.51,23.26,3.21,2.52,5,음식
쫄볶이,볶음류,630.0,150.0,652.0,3.97,29.37,4.7,1.41,1,음식
찌개/전골류,즉석식품류,500.0,59.0,447.0,0.76,4.33,4.12,2.79,1653,가공식품
차돌박이구이,구이류,100.0,488.0,93.0,0.33,1.31,17.94,45.69,1,음식
차조밥,밥류,290.0,157.0,1.0,0.04,34.86,2.84,0.65,5,음식
찰떡빵,빵 및 과자류,,274.0,225.0,14.8,45.5,4.8,8.1,9,음식
찰밥,밥류,450.0,153.0,3.0,0.49,33.56,4.39,0.18,3,음식
찰시루떡,빵 및 과자류,100.0,181.0,182.0,1.22,37.63,6.63,0.41,1,음식
참기름,식용유지류,276.0,900.0,0.0,0.0,0.0,0.0,100.0,773,가공식품
참깨,견과 및 종실류,,557.0,2.0,0.0,21.83,25.96,45.11,4,원재료성식품
참깨죽,죽 및 스프류,100.0,38.0,120.0,,5.9,1.0,1.2,1,음식
참나물,나물·숙채류,80.0,60.0,218.0,0.67,4.14,2.51,3.69,5,음식
참나물 겉절이,생채·무침류,50.0,17.0,98.0,0.48,2.43,0.8,0.72,8,음식
참나물 무침,생채·무침류,50.0,15.0,99.0,0.14,1.85,0.7,0.71,3,음식
참나물겉절이,생채·무침류,190.0,18.0,143.0,1.1,2.91,0.74,0.6,1,음식
참마자,어패류 및 기타 수산물,,90.0,,0.3,0.3,17.7,1.5,1,원재료성식품
참반디,채소류,,288.0,6.0,,65.7,12.6,2.7,1,원재료성식품
참빗살나무,채소류,,61.0,2.0,,10.3,7.4,0.7,1,원재료성식품
참외,과일류,,40.0,2.0,8.82,10.49,0.59,0.04,2,원재료성식품
참죽나물(가죽나물),채소류,,47.0,3.0,1.41,7.52,6.31,0.58,4,원재료성식품
참치,수산가공식품류,150.0,179.0,443.0,0.0,1.43,17.14,11.43,220,가공식품
참치 미역국,국 및 탕류,320.0,28.0,250.0,0.0,0.75,2.7,1.75,3,음식
참치 샐러드,생채·무침류,67.7,250.0,189.0,1.52,2.67,13.6,20.6,4,음식
참치 완자전,전·적 및 부침류,57.8,220.0,962.0,1.73,14.84,18.8,8.84,1,음식
참치강정,튀김류,78.7,353.0,948.0,6.87,23.55,30.3,14.12,2,음식
참치구이,구이류,64.4,193.0,459.0,0.0,1.4,26.56,8.98,3,음식
참치덮밥,밥류,580.0,108.0,341.0,2.05,15.91,5.8,2.13,1,음식
참치죽,죽 및 스프류,600.0,82.0,168.0,0.17,13.07,3.02,2.01,5,음식
참치찌개,찌개 및 전골류,348.6,42.0,306.0,1.28,3.05,5.4,0.97,3,음식
참치회덮밥,밥류,600.0,76.0,88.0,1.65,12.14,4.73,0.81,1,음식
찹쌀,곡류,,357.0,1.0,0.39,76.22,7.14,2.18,16,원재료성식품
찹쌀 국수,곡류,,334.0,1975.0,,74.6,8.1,0.3,1,원재료성식품
찹쌀떡,빵 및 과자류,100.0,263.0,225.0,2.5,47.5,5.0,5.5,8,음식
찹쌀밥,곡류,,155.0,1.0,0.0,33.93,2.58,0.33,3,원재료성식품
찹쌀죽,죽 및 스프류,291.9,63.0,130.0,0.05,13.39,1.1,0.27,1,음식
채소 꼬치구이,구이류,150.0,91.0,406.0,0.98,14.29,2.8,2.3,1,음식
채소가공품,농산가공식품류,122.5,75.0,20.0,1.0,16.0,2.0,0.5,3159,가공식품
채소밥,밥류,267.3,114.0,134.0,0.35,23.06,2.6,0.91,3,음식
채소전,전·적 및 부침류,121.2,194.0,322.0,2.4,21.6,5.4,9.5,6,음식
채소죽,죽 및 스프류,400.0,43.0,224.0,0.17,7.62,1.69,0.69,7,음식
채소튀김,튀김류,70.8,214.0,798.0,1.27,25.35,3.4,10.51,4,음식
천마,감자 및 전분류,,77.0,8.0,,18.5,0.9,0.0,2,원재료성식품
천사채무침,생채·무침류,220.0,73.0,248.0,0.65,2.95,3.3,5.51,4,음식
청각,해조류,,10.0,288.0,,3.32,0.91,0.33,4,원재료성식품
청경채,채소류,,11.0,15.0,0.0,1.81,1.6,0.13,3,원재료성식품
청경채나물,나물·숙채류,100.0,14.0,156.0,0.23,1.59,1.06,0.58,1,음식
청국장,장류,135.0,192.0,141.0,0.0,16.16,18.18,6.47,68,가공식품
청국장찌개,찌개 및 전골류,240.0,80.0,273.0,0.88,3.32,5.58,4.88,10,음식
청둥오리알,난류,,178.0,,,1.0,13.6,12.3,1,원재료성식품
청어,어패류 및 기타 수산물,,176.0,538.0,,0.2,17.5,9.0,43,원재료성식품
청어구이,구이류,200.0,129.0,391.0,0.0,0.22,8.2,10.03,1,음식
청주,주류,190.0,132.0,3.0,3.11,4.24,0.41,0.0,4,가공식품
청포묵 무침,생채·무침류,120.0,53.0,275.0,0.85,7.38,2.0,2.18,4,음식
청포묵국,국 및 탕류,142.6,44.0,55.0,0.16,2.16,2.9,2.62,1,음식
청포묵무침,생채·무침류,90.0,53.0,271.0,0.85,7.48,1.96,2.16,3,음식
체리,과일류,,67.0,1.0,6.8,16.9,1.59,0.06,1,원재료성식품
체중조절용 조제식품,특수영양식품,205.0,370.0,400.0,6.0,42.0,44.0,4.8,880,가공식품
체중조절용 즉석식품,즉석식품류,50.0,362.0,298.0,14.0,60.0,26.0,6.2,3,가공식품
초간장,"장류, 양념류",15.0,72.0,3189.0,0.0,11.33,6.6,0.0,4,음식
초당순두부,국 및 탕류,900.0,58.0,134.0,0.1,1.76,5.46,3.24,1,음식
초밥,밥류,250.0,159.0,414.0,5.2,31.5,6.97,0.53,11,음식
